MHOUNDEL_BRANCH_ID,MHOUNDEL_NO,MHOUNDEL_REMARKS,MHOUNDEL_DATE,MHOUNDEL_USER_ID,MHOUNDEL_ZONE,MHOUNDEL_APPROVE,MHOUNDEL_USER1,MHOUNDEL_USER2,MHOUNDEL_SIGNDATE,MHOUNDEL_FLOW
SUB000,SUB/HOC/00304411,AU Ex UNDEL,2026-01-07 05:11:59,IRFENDI,SUB001,Y,IRFENDI,EDMANTUL,2026-01-07 00:00:00,C
BKS000,BKS/HOC/00087703,AU Ex UNDEL,2026-01-07 10:04:09,SAVABKS,BKS001,Y,SAVABKS,MARDABKS,2026-01-07 00:00:00,C
BKS000,BKS/HOC/00087937,AU Ex UNDEL,2026-01-13 13:22:46,SAVABKS,BKS001,Y,SAVABKS,MARDABKS,2026-01-13 00:00:00,C
CGK000,CGK/HOC/00577038,AU Ex UNDEL,2026-01-07 01:05:28,MROBYCGK,CGK864,Y,MROBYCGK,WARDOYO,2026-01-07 00:00:00,C
MXG000,MXG/HOC/00071535,AU Ex UNDEL,2026-01-09 08:21:46,SUMAIYAH,MXG025,Y,SUMAIYAH,AFRIZALF,2026-01-09 00:00:00,C
UPG000,UPG/HOC/00093073,,2026-01-17 15:38:47,YUSMAHEN,UPG002,Y,YUSMAHEN,ALIUPG,2026-01-17 00:00:00,C
DPS000,DPS/HOC/00203535,AU Ex UNDEL,2026-01-07 09:41:44,SWANDPS,DPS168,Y,SWANDPS,KADEDPS,2026-01-07 00:00:00,C
SOC000,SOC/HOC/00064671,AU Ex UNDEL,2026-01-06 22:01:12,DONIKUR,SOC108,Y,DONIKUR,ETYOSOC,2026-01-06 00:00:00,C
CLG000,CLG/HOC/00148686,AU Ex UNDEL,2026-01-08 23:37:03,SUYADCLG,CLG001,Y,SUYADCLG,ERISCLG,2026-01-08 00:00:00,C
SUB000,SUB/HOC/00304533,AU Ex UNDEL,2026-01-07 23:40:20,MIFTA,SUB307,Y,MIFTA,FERCA,2026-01-07 00:00:00,C
CGK000,CGK/HOC/00577032,AU Ex UNDEL,2026-01-07 00:38:04,JUMADI,CGK010,Y,JUMADI,EKAMO,2026-01-07 00:00:00,C
MES000,MES/HOC/00066971,AU Ex UNDEL,2026-01-13 09:24:33,MANTOS,MES026,Y,MANTOS,RANIW,2026-01-13 00:00:00,C
CKR000,CKR/HOC/00036506,AU Ex UNDEL,2026-01-08 02:26:51,GUSO,CKR003,Y,GUSO,RIZKIAH,2026-01-08 00:00:00,C
CGK000,CGK/HOC/00576958,AU Ex UNDEL,2026-01-06 21:37:37,PULRI,CGK843,Y,PULRI,MS,2026-01-06 00:00:00,C
PLM000,PLM/HOC/00067729,,2026-01-13 14:43:20,SUYUDIM,PLM199,Y,SUYUDIM,JEFFI,2026-01-13 00:00:00,C
MXG000,MXG/HOC/00071525,AU Ex UNDEL,2026-01-08 20:38:38,RIFANMXG,MXG081,Y,RIFANMXG,MUGOZ,2026-01-08 00:00:00,C
TGR000,TGR/HOC/00177283,AU Ex UNDEL,2026-01-07 00:44:31,EMBI,TGR215,Y,EMBI,MUHREZ,2026-01-07 00:00:00,C
UPG000,UPG/HOC/00093073,,2026-01-17 15:38:47,YUSMAHEN,UPG002,Y,YUSMAHEN,ALIUPG,2026-01-17 00:00:00,C
BKS000,BKS/HOC/00087687,AU Ex UNDEL,2026-01-07 07:45:57,MEKO,BKS001,Y,MEKO,YUSRIBKS,2026-01-07 00:00:00,C
BKS000,BKS/HOC/00087725,AU Ex UNDEL,2026-01-07 21:09:55,MEKO,BKS001,Y,MEKO,YUSRIBKS,2026-01-07 00:00:00,C
CGK000,CGK/HOC/00576749,,2026-01-05 23:03:34,AWAN_W,CGK637,Y,AWAN_W,RIDHWAN,2026-01-05 00:00:00,C
AMI000,AMI/HOC/00072888,AU Ex UNDEL,2026-01-09 18:38:01,MUZAKKIR,AMI002,Y,MUZAKKIR,MUHERDI,2026-01-09 00:00:00,C
BTJ000,BTJ/HOC/00154681,AU Ex UNDEL,2026-01-09 19:34:39,WELLYBTJ,BTJ028,Y,WELLYBTJ,ZULBABTJ,2026-01-09 00:00:00,C
PLM000,PLM/HOC/00068022,AU Ex UNDEL,2026-01-20 13:29:11,NOP_LI,PLM285,Y,NOP_LI,DILLAPLM,2026-01-20 00:00:00,C
PGK000,PGK/HOC/00030668,AU Ex UNDEL,2026-01-07 21:02:00,RENDYAP,PGK001,Y,RENDYAP,RYANPGK,2026-01-07 00:00:00,C
SOC000,SOC/HOC/00064713,AU Ex UNDEL,2026-01-07 23:02:01,DONIKUR,SOC108,Y,DONIKUR,ETYOSOC,2026-01-07 00:00:00,C
CGK000,CGK/HOC/00576911,AU Ex UNDEL,2026-01-06 16:05:36,SU_HEDI,CGK843,Y,SU_HEDI,WANDIS,2026-01-06 00:00:00,C
TNJ000,TNJ/HOC/00006665,,2026-01-07 19:10:55,ALFARIZI,TNJ007,Y,ALFARIZI,YULIATNJ,2026-01-07 00:00:00,C
PKU000,PKU/HOC/00098858,AU Ex UNDEL,2026-01-21 09:39:53,ARMINPKU,PKU026,Y,ARMINPKU,DASRIPKU,2026-01-21 00:00:00,C
KOE000,KOE/HOC/00503653,AU Ex UNDEL,2026-01-08 14:33:35,RAFKMUD,KOE047,Y,RAFKMUD,INTANKOE,2026-01-08 00:00:00,C
DPS000,DPS/HOC/00203558,AU Ex UNDEL,2026-01-07 13:47:21,KADAYU,DPS031,Y,KADAYU,KETSULA,2026-01-07 00:00:00,C
MJK000,MJK/HOC/00043948,AU Ex UNDEL,2026-01-06 23:08:40,ATORIK,MJK033,Y,ATORIK,FURVI,2026-01-06 00:00:00,C
MGL000,MGL/HOC/00018242,AU Ex UNDEL,2026-01-07 10:49:26,FIRYAL,MGL012,Y,FIRYAL,TRESMGL,2026-01-07 00:00:00,C
TRK000,TRK/HOC/00025865,AU Ex UNDEL,2026-01-18 20:03:51,SYUR,TRK001,Y,SYUR,RAEMTRK,2026-01-18 00:00:00,C
SUB000,SUB/HOC/00304248,AU Ex UNDEL,2026-01-06 00:02:09,IRFENDI,SUB001,Y,IRFENDI,EDMANTUL,2026-01-06 00:00:00,C
SUB000,SUB/HOC/00304735,AU Ex UNDEL,2026-01-09 13:41:34,UTAMISUB,SUB566,Y,UTAMISUB,MAHBUB,2026-01-09 00:00:00,C
KRW000,KRW/HOC/00074908,AU Ex UNDEL,2026-01-09 22:04:03,EKOTYO,KRW106,Y,EKOTYO,DIKISKAN,2026-01-09 00:00:00,C
TSM000,TSM/HOC/00052538,AU Ex UNDEL,2026-01-08 22:59:58,AGROTSM,TSM112,Y,AGROTSM,SHOFATSM,2026-01-08 00:00:00,C
BTJ000,BTJ/HOC/00154759,AU Ex UNDEL,2026-01-10 20:09:32,KURNAINI,BTJ007,Y,KURNAINI,KHAIRUN,2026-01-10 00:00:00,C
CGK000,CGK/HOC/00576962,AU Ex UNDEL,2026-01-06 22:07:12,DONIAZ,CGK606,Y,DONIAZ,ILHANCGK,2026-01-06 00:00:00,C
BKI000,BKI/HOC/00091520,AU Ex UNDEL,2026-01-06 01:15:57,EPTIABKI,BKI001,Y,EPTIABKI,SUSILO_F,2026-01-06 00:00:00,C
DPK000,DPK/HOC/00082542,,2026-01-06 02:57:01,RAMDANIS,DPK001,Y,RAMDANIS,MAZIZA,2026-01-06 00:00:00,C
CGK000,CGK/HOC/00577055,AU Ex UNDEL,2026-01-07 02:14:11,ARIYADI,CGK010,Y,ARIYADI,EKAMO,2026-01-07 00:00:00,C
BTJ000,BTJ/HOC/00155230,AU Ex UNDEL,2026-01-17 17:27:37,KURNAINI,BTJ007,Y,KURNAINI,KHAIRUN,2026-01-17 00:00:00,C
DPK000,DPK/HOC/00082563,,2026-01-06 20:59:04,CIKALKAM,DPK001,Y,CIKALKAM,JIMYFT,2026-01-06 00:00:00,C
CGK000,CGK/HOC/00577050,AU Ex UNDEL,2026-01-07 01:41:50,EKOSET,CGK864,Y,EKOSET,WARDOYO,2026-01-07 00:00:00,C
BKI000,BKI/HOC/00091556,AU Ex UNDEL,2026-01-07 00:53:21,HEPRIBKI,BKI001,Y,HEPRIBKI,SUSILO_F,2026-01-07 00:00:00,C
MGL000,MGL/HOC/00018261,AU Ex UNDEL,2026-01-09 08:34:00,DIAARMGL,MGL265,Y,DIAARMGL,ANIPVIA,2026-01-09 00:00:00,C
AMQ000,AMQ/HOC/00009027,AU Ex UNDEL,2026-01-10 12:55:06,BRYANT,AMQ001,Y,BRYANT,RANLASI,2026-01-10 00:00:00,C
LBJ000,LBJ/HOC/00090562,AU Ex UNDEL,2026-01-08 12:30:10,MARIAVIL,LBJ009,Y,MARIAVIL,MARIA MA,2026-01-08 00:00:00,C
LBJ000,LBJ/HOC/00090631,AU Ex UNDEL,2026-01-09 11:58:44,MARIAVIL,LBJ009,Y,MARIAVIL,MARIA MA,2026-01-09 00:00:00,C
PLW000,PLW/HOC/00064256,AU Ex UNDEL,2026-01-07 16:30:03,UTMINPLW,PLW50,Y,UTMINPLW,OLIVIA,2026-01-07 00:00:00,C
CKR000,CKR/HOC/00036461,AU Ex UNDEL,2026-01-06 22:35:18,FENDIBKI,CKR003,Y,FENDIBKI,JAEABI,2026-01-06 00:00:00,C
CLG000,CLG/HOC/00148603,AU Ex UNDEL,2026-01-06 22:40:05,MSYAJAE,CLG005,Y,MSYAJAE,SEPMAUL,2026-01-06 00:00:00,C
CBN000,CBN/HOC/00092356,AU Ex UNDEL,2026-01-10 14:24:32,KHAMIM,CBN464,Y,KHAMIM,EKPRATA,2026-01-10 00:00:00,C
TKG000,TKG/HOC/00189135,AU Ex UNDEL,2026-01-08 20:00:21,HASDI,TKG001,Y,HASDI,SERDIAN,2026-01-08 00:00:00,C
TKG000,TKG/HOC/00189279,AU Ex UNDEL,2026-01-10 11:32:11,RITAMA,TKG001,Y,RITAMA,SERDIAN,2026-01-10 00:00:00,C
TKG000,TKG/HOC/00189373,AU Ex UNDEL,2026-01-11 14:42:09,SERDIAN,TKG001,Y,SERDIAN,HASDI,2026-01-11 00:00:00,C
PGK000,PGK/HOC/00030701,AU Ex UNDEL,2026-01-12 14:24:49,YESIPGK,PGK001,Y,YESIPGK,YUDIPGK,2026-01-12 00:00:00,C
AMI000,AMI/HOC/00073078,AU Ex UNDEL,2026-01-13 16:35:13,GUSSUR,AMI055,Y,GUSSUR,IRWANAMI,2026-01-13 00:00:00,C
CGK000,CGK/HOC/00577261,AU Ex UNDEL,2026-01-08 00:47:09,JUMADI,CGK010,Y,JUMADI,EKAMO,2026-01-08 00:00:00,C
CGK000,CGK/HOC/00576911,AU Ex UNDEL,2026-01-06 16:05:36,SU_HEDI,CGK843,Y,SU_HEDI,WANDIS,2026-01-06 00:00:00,C
UPG000,UPG/HOC/00093014,,2026-01-15 15:22:03,YUSMAHEN,UPG002,Y,YUSMAHEN,ALIUPG,2026-01-15 00:00:00,C
BOO000,BOO/HOC/00096952,AU Ex UNDEL,2026-01-06 00:36:43,MKHOEE,BOO001,Y,MKHOEE,HENDRANO,2026-01-06 00:00:00,C
PLM000,PLM/HOC/00067596,AU Ex UNDEL,2026-01-09 00:07:57,RHASYPLM,PLM285,Y,RHASYPLM,DEBIF,2026-01-09 00:00:00,C
CGK000,CGK/HOC/00577022,,2026-01-07 00:17:34,RIDHWAN,CGK637,Y,RIDHWAN,AWAN_W,2026-01-07 00:00:00,C
DPS000,DPS/HOC/00203560,AU Ex UNDEL,2026-01-07 14:02:10,LUH,DPS140,Y,LUH,LUHULAN,2026-01-07 00:00:00,C
CLG000,CLG/HOC/00148608,AU Ex UNDEL,2026-01-07 00:03:04,SETIACLG,CLG002,Y,SETIACLG,HENDERIP,2026-01-07 00:00:00,C
BDO000,BDO/HOC/00229181,AU Ex UNDEL,2026-01-08 15:21:31,PUNGKIS,BDO026,Y,PUNGKIS,IMANUDIN,2026-01-08 00:00:00,C
PWT000,PWT/HOC/00101214,AU Ex UNDEL,2026-01-06 21:46:23,DEDEPWT,PWT061,Y,DEDEPWT,ARIESNAN,2026-01-06 00:00:00,C
SUB000,SUB/HOC/00304646,AU Ex UNDEL,2026-01-08 19:53:46,LATIFA R,SUB319,Y,LATIFA R,SUYA,2026-01-08 00:00:00,C
CGK000,CGK/HOC/00577634,,2026-01-09 19:07:00,MNURCGK,CGK637,Y,MNURCGK,ERVAN,2026-01-09 00:00:00,C
PLW000,PLW/HOC/00064304,AU Ex UNDEL,2026-01-09 16:40:07,UTMINPLW,PLW50,Y,UTMINPLW,OLIVIA,2026-01-09 00:00:00,C
TGR000,TGR/HOC/00177289,AU Ex UNDEL,2026-01-07 01:58:27,MUHREZ,TGR215,Y,MUHREZ,EMBI,2026-01-07 00:00:00,C
CGK000,CGK/HOC/00577032,AU Ex UNDEL,2026-01-07 00:38:04,JUMADI,CGK010,Y,JUMADI,EKAMO,2026-01-07 00:00:00,C
CGK000,CGK/HOC/00577264,AU Ex UNDEL,2026-01-08 00:59:16,ARIYADI,CGK010,Y,ARIYADI,AGUSPUD,2026-01-08 00:00:00,C
DPS000,DPS/HOC/00203487,AU Ex UNDEL,2026-01-06 19:00:13,IGUSTA,DPS040,Y,IGUSTA,SYAZAL,2026-01-06 00:00:00,C
SUB000,SUB/HOC/00304383,,2026-01-06 21:41:27,FANIASUB,SUB015,Y,FANIASUB,PRASE,2026-01-06 00:00:00,C
PSR000,PSR/HOC/00009636,AU Ex UNDEL,2026-01-06 20:46:10,DAFFARIF,PSR015,Y,DAFFARIF,RDIKA,2026-01-06 00:00:00,C
PLM000,PLM/HOC/00067537,AU Ex UNDEL,2026-01-06 21:32:00,DEBIF,PLM285,Y,DEBIF,ADERI,2026-01-06 00:00:00,C
TGR000,TGR/HOC/00177258,AU Ex UNDEL,2026-01-06 21:58:44,ARMANSYH,TGR129,Y,ARMANSYH,BUDISS,2026-01-06 00:00:00,C
BDO000,BDO/HOC/00229165,AU Ex UNDEL,2026-01-08 13:39:00,ERWIBDO,BDO095,Y,ERWIBDO,ANGROBDO,2026-01-08 00:00:00,C
KRW000,KRW/HOC/00074850,,2026-01-07 23:36:22,DIKISKAN,KRW106,Y,DIKISKAN,DENIAKRW,2026-01-08 00:00:00,C
MDC000,MDC/HOC/00024062,AU Ex UNDEL,2026-01-14 22:02:39,BILLYFS,MDC028,Y,BILLYFS,MAMESAH,2026-01-14 00:00:00,C
SUB000,SUB/HOC/00304672,AU Ex UNDEL,2026-01-08 23:56:18,APURWA,SUB566,Y,APURWA,MAHBUB,2026-01-09 00:00:00,C
CGK000,CGK/HOC/00577016,AU Ex UNDEL,2026-01-07 00:11:38,EZAR,CGK865,Y,EZAR,M_ARDI,2026-01-07 00:00:00,C
CGK000,CGK/HOC/00577265,AU Ex UNDEL,2026-01-08 01:01:57,EZAR,CGK865,Y,EZAR,M_ARDI,2026-01-08 00:00:00,C
CGK000,CGK/HOC/00577206,AU Ex UNDEL,2026-01-07 21:53:40,MAULA_NA,CGK843,Y,MAULA_NA,SANDICGK,2026-01-07 00:00:00,C
CGK000,CGK/HOC/00576939,AU Ex UNDEL,2026-01-06 20:10:40,THAMRIKA,CGK843,Y,THAMRIKA,MS,2026-01-06 00:00:00,C
