DSJ_NO,DSJ_BAG_NO,DSJ_HVO_NO,DSJ_UID,DSJ_CDATE 
UPG/DO/00072808,UPG002/24995695,UPG/HVO/01152128,DODOUPG,2026-01-06 14:35:04
CGK/DO/03391546,CGK843/24994612,CGK/HVO/11212232,MRIAL,2026-01-06 15:04:18
CGK/DO/03391546,CGK843/24994197,CGK/HVO/11212162,MRIAL,2026-01-06 15:04:18
CGK/DO/03391546,2097260106132525,CGK/HVO/11212479,MRIAL,2026-01-06 15:04:18
CGK/DO/03391862,CGK1115/24997371,CGK/HVO/11213121,SUHDRA,2026-01-06 17:07:05
CGK/DO/03390386,2250260105225804,CGK/HVO/11206538,ARSYADA,2026-01-05 23:39:33
BOO/DO/00466234,BOO001/24986368,BOO/HVO/01107333,SUTRIA,2026-01-06 00:13:28
CGK/DO/03390413,CGK865/24987919,CGK/HVO/11206634,ARSYADA,2026-01-06 00:35:07
SRG/DO/01577385,SRG039/24988580,SRG/HVO/02822222,GSTIAWN,2026-01-06 01:35:27
SRG/DO/01577433,SRG350/24989783,SRG/HVO/02822285,FENDISRG,2026-01-06 03:34:29
CKR/DO/00167035,CKR176/24989758,CKR/HVO/00223058,RUDISET,2026-01-06 04:38:00
CGK/DO/03391072,CGK1166/24991172,CGK/HVO/11209245,JUMADI,2026-01-06 06:56:33
CGK/DO/03391072,CGK1166/24991197,CGK/HVO/11209245,JUMADI,2026-01-06 06:56:40
SUB/DO/00409857,SUB307/24991123,SUB/HVO/01336327,UMAR F,2026-01-06 08:03:19
SUB/DO/00409858,SUB309/24991479,SUB/HVO/01336338,UMAR F,2026-01-06 08:03:34
BOO/DO/00466364,BOO332/24992148,BOO/HVO/01107634,DIKIBOO,2026-01-06 08:58:07
CGK/DO/03391088,2061260106082933,CGK/HVO/11211034,MRIAL,2026-01-06 08:58:43
SDA/DO/00093471,SDA004/24987625,SDA/HVO/00097408,FERIYAN,2026-01-05 22:56:03
CGK/DO/03390355,CGK010/24987687,CGK/HVO/11206422,RINALDY,2026-01-05 23:50:13
DPK/DO/00045139,DPK157/24992158,DPK/HVO/00050084,AFADIL,2026-01-06 12:10:09
TGR/DO/00887613,TGR492/24994191,TGR/HVO/04633880,AMIN_A,2026-01-06 13:19:56
BOO/DO/00466640,BOO419/24996331,BOO/HVO/01108045,MGIRI,2026-01-06 16:43:05
BKI/DO/00253691,BKI471/24994741,BKI/HVO/00391394,FAUZIBKI,2026-01-06 13:35:23
BKI/DO/00253693,BKI468/24994476,BKI/HVO/00391386,FAUZIBKI,2026-01-06 13:54:56
CGK/DO/03391545,2072260106141318,CGK/HVO/11212771,MRIAL,2026-01-06 15:08:11
CGK/DO/03391538,2213260106131719,CGK/HVO/11212407,MRIAL,2026-01-06 15:08:23
CGK/DO/03391538,2211260106141114,CGK/HVO/11212751,MRIAL,2026-01-06 15:08:23
CGK/DO/03391666,CGK1152/24995132,CGK/HVO/11212482,ENDDESP,2026-01-06 15:09:40
SRG/DO/01577845,SRG494/24996465,SRG/HVO/02822661,ARDHAWP,2026-01-06 15:38:14
BDO/DO/00956012,BDO312/24994913,BDO/HVO/01420216,BELVABDO,2026-01-06 15:41:18
CGK/DO/03391739,CGK843/24996641,CGK/HVO/11213188,TANRIFD,2026-01-06 16:03:34
SUB/DO/00409674,SUB564/24984740,SUB/HVO/01336102,ERGAFAH,2026-01-05 15:49:56
DPS/DO/00201070,DPS033/24985364,DPS/HVO/00509044,VANDEDPS,2026-01-05 16:54:34
KDR/DO/00114589,KDR119/24985470,KDR/HVO/00305940,YANU,2026-01-05 17:06:47
BOO/DO/00466639,BOO331/24996972,BOO/HVO/01108106,ADEFIABO,2026-01-06 16:42:08
BDJ/DO/00087365,BDJ004/24997036,BDJ/HVO/00295606,GUSKURN,2026-01-06 16:52:39
BOO/DO/00466668,BOO423/24997035,BOO/HVO/01108120,MUHALDI,2026-01-06 16:54:47
BDO/DO/00956038,BDO377/24996434,BDO/HVO/01420276,RDANBDO,2026-01-06 17:52:32
CGK/DO/03391931,CGK1139/24996585,CGK/HVO/11213166,CHARIS,2026-01-06 17:53:23
CGK/DO/03390696,2002260106025703,CGK/HVO/11208464,M NURSID,2026-01-06 04:25:09
SRG/DO/01577476,SRG580/24990399,SRG/HVO/02822323,SOLI_M,2026-01-06 04:50:27
CGK/DO/03390875,CGK1321/24989093,CGK/HVO/11207811,JUNDESP,2026-01-06 05:26:45
CGK/DO/03390875,CGK1321/24989093,CGK/HVO/11207811,JUNDESP,2026-01-06 05:26:45
CGK/DO/03390875,CGK1321/24989093,CGK/HVO/11207811,JUNDESP,2026-01-06 05:26:45
BKI/DO/00253717,BKI471/24996812,BKI/HVO/00391413,FIRARDIA,2026-01-06 17:11:31
SDA/DO/00093557,SDA060/24997276,SDA/HVO/00097489,DANYEP,2026-01-06 17:56:51
SRG/DO/01577954,SRG035/24997575,SRG/HVO/02822750,MRIQ,2026-01-06 18:04:44
PKU/DO/00163699,PKU116/24997700,PKU/HVO/00776091,DWIARTO,2026-01-06 18:07:09
SRG/DO/01577974,SRG585/24997894,SRG/HVO/02822775,ARDHAWP,2026-01-06 18:18:49
KDR/DO/00114668,KDR003/24996931,KDR/HVO/00306108,MPRAS,2026-01-06 18:41:25
CGK/DO/03390409,2168260105232908,CGK/HVO/11206817,ARSYADA,2026-01-05 23:57:05
CGK/DO/03390257,CGK865/24987126,CGK/HVO/11206089,TANRIFD,2026-01-05 22:12:41
CGK/DO/03390257,CGK865/24987069,CGK/HVO/11206075,TANRIFD,2026-01-05 22:12:41
CGK/DO/03390290,CGK864/24987298,CGK/HVO/11206141,TANRIFD,2026-01-05 22:31:03
SDA/DO/00093560,SDA002/24997956,SDA/HVO/00097500,DANYEP,2026-01-06 18:26:31
CGK/DO/03391862,CGK1115/24996384,CGK/HVO/11213121,SUHDRA,2026-01-06 17:06:57
BKI/DO/00253717,BKI471/24995849,BKI/HVO/00391413,FIRARDIA,2026-01-06 17:11:13
TGR/DO/00887629,TGR593/24995279,TGR/HVO/04633943,ZIKRITGR,2026-01-06 13:59:28
CGK/DO/03390892,2192260106052214,CGK/HVO/11209565,ARSYADA,2026-01-06 05:55:19
BKI/DO/00253621,BKI503/24991214,BKI/HVO/00391321,DLIABKI,2026-01-06 08:36:15
BKI/DO/00253717,BKI471/24996026,BKI/HVO/00391413,FIRARDIA,2026-01-06 17:11:20
BKI/DO/00253717,BKI471/24996117,BKI/HVO/00391413,FIRARDIA,2026-01-06 17:11:27
BKI/DO/00253717,BKI471/24996933,BKI/HVO/00391413,FIRARDIA,2026-01-06 17:11:35
TGR/DO/00887671,TGR208/24995343,TGR/HVO/04633948,SOKIN,2026-01-06 15:21:15
BDJ/DO/00087351,BDJ004/24995958,BDJ/HVO/00295595,GUSKURN,2026-01-06 15:21:57
UPG/DO/00072761,UPG002/24994039,UPG/HVO/01152081,DODOUPG,2026-01-06 11:55:39
CGK/DO/03391348,2150260106111913,CGK/HVO/11212096,MRIAL,2026-01-06 12:01:03
CGK/DO/03391348,CGK637/24992643,CGK/HVO/11211425,MRIAL,2026-01-06 12:01:03
CGK/DO/03391677,2083260106141715,CGK/HVO/11212820,TANRIFD,2026-01-06 15:32:29
BDO/DO/00956034,BDO007/24996894,BDO/HVO/01420292,FIDHBDO,2026-01-06 17:17:18
BDO/DO/00956034,BDO007/24997122,BDO/HVO/01420299,FIDHBDO,2026-01-06 17:17:21
CGK/DO/03391348,2142260106100311,CGK/HVO/11211618,MRIAL,2026-01-06 12:01:03
CGK/DO/03391536,2061260106131140,CGK/HVO/11212359,MRIAL,2026-01-06 15:08:07
CGK/DO/03391536,2073260106131053,CGK/HVO/11212356,MRIAL,2026-01-06 15:08:07
CLG/DO/00814453,CLG527/24987150,CLG/HVO/01105901,INDRACLG,2026-01-05 21:49:00
CGK/DO/03391677,CGK843/24995639,CGK/HVO/11212724,TANRIFD,2026-01-06 15:32:29
BDO/DO/00956012,BDO312/24995169,BDO/HVO/01420234,BELVABDO,2026-01-06 15:41:02
BDO/DO/00956012,BDO312/24995169,BDO/HVO/01420234,BELVABDO,2026-01-06 15:41:02
BKI/DO/00253722,BKI503/24995312,BKI/HVO/00391405,RONYMA,2026-01-06 17:38:54
BKI/DO/00253722,BKI503/24995391,BKI/HVO/00391405,RONYMA,2026-01-06 17:38:54
BKI/DO/00253722,BKI503/24995480,BKI/HVO/00391405,RONYMA,2026-01-06 17:38:54
BKI/DO/00253722,BKI503/24997058,BKI/HVO/00391405,RONYMA,2026-01-06 17:38:54
BKI/DO/00253722,BKI503/24997240,BKI/HVO/00391405,RONYMA,2026-01-06 17:38:54
CGK/DO/03390333,CGK1266/24987535,CGK/HVO/11206237,SALIMCGK,2026-01-05 22:46:11
CGK/DO/03390333,CGK1266/24987535,CGK/HVO/11206237,SALIMCGK,2026-01-05 22:46:11
CGK/DO/03390333,CGK1266/24987535,CGK/HVO/11206237,SALIMCGK,2026-01-05 22:46:11
CGK/DO/03390333,CGK1266/24987535,CGK/HVO/11206237,SALIMCGK,2026-01-05 22:46:11
CGK/DO/03390351,2104260105224106,CGK/HVO/11206352,ARSYADA,2026-01-05 23:23:34
DPS/DO/00201107,DPS057/24985952,DPS/HVO/00509058,KADEKEGA,2026-01-05 20:29:47
BOO/DO/00466636,BOO329/24997011,BOO/HVO/01108118,ZIDANBOO,2026-01-06 16:39:32
BKI/DO/00253717,BKI471/24997179,BKI/HVO/00391413,FIRARDIA,2026-01-06 17:11:37
CGK/DO/03390287,CGK1345/24987366,CGK/HVO/11206170,CHARIS,2026-01-05 22:13:33
BDO/DO/00955942,BDO416/24994038,BDO/HVO/01420180,KOSWARA,2026-01-06 11:50:28
BOO/DO/00466497,BOO334/24994550,BOO/HVO/01107859,ANDIKBOO,2026-01-06 12:38:37
BOO/DO/00466506,BOO329/24994058,BOO/HVO/01107819,ZIDANBOO,2026-01-06 12:44:53
CGK/DO/03389286,CGK010/24979838,CGK/HVO/11204274,RINALDY,2026-01-05 07:04:22
CGK/DO/03390358,2232260105223807,CGK/HVO/11206330,ARSYADA,2026-01-05 23:23:12
CGK/DO/03390405,2210260105230108,CGK/HVO/11206568,M NURSID,2026-01-05 23:39:00
CGK/DO/03390529,CGK1181/24988500,CGK/HVO/11207213,ANDRITO,2026-01-06 01:24:39
CGK/DO/03390565,CGK1251/24988693,CGK/HVO/11207402,M NURSID,2026-01-06 02:05:35
BKI/DO/00253685,BKI518/24993815,BKI/HVO/00391376,DLIABKI,2026-01-06 13:03:15
SRG/DO/01577436,SRG551/24989754,SRG/HVO/02822278,AMARMUS,2026-01-06 03:39:15
TGL/DO/00122599,TGL177/24989895,TGL/HVO/00274722,AKMALTGL,2026-01-06 03:59:52
PLM/DO/00060634,PLM325/24989954,PLM/HVO/00691937,MUHFIR,2026-01-06 04:14:11
TGR/DO/00887287,TGR215/24989357,TGR/HVO/04633502,YUMIL,2026-01-06 02:58:08
DPS/DO/00201190,DPS272/24988677,DPS/HVO/00509117,AGUSHR,2026-01-06 03:05:16
DPS/DO/00201190,DPS272/24989014,DPS/HVO/00509117,AGUSHR,2026-01-06 03:05:22
TGR/DO/00887281,TGR493/24987659,TGR/HVO/04633273,FANED,2026-01-06 03:24:12
CGK/DO/03390704,2059260106025404,CGK/HVO/11208396,RINALDY,2026-01-06 03:50:32
CGK/DO/03390560,2122260106013201,CGK/HVO/11207664,ARSYADA,2026-01-06 02:01:02
CGK/DO/03390560,2150260106014101,CGK/HVO/11207740,ARSYADA,2026-01-06 02:01:02
SUB/DO/00409817,SUB314/24989718,SUB/HVO/01336291,DABIRIA,2026-01-06 03:46:52
PLM/DO/00060633,PLM323/24989126,PLM/HVO/00691917,MUHFIR,2026-01-06 04:13:04
CGK/DO/03390744,2117260106033808,CGK/HVO/11208812,RINALDY,2026-01-06 04:20:59
CGK/DO/03390900,2223260106051708,CGK/HVO/11209527,ARSYADA,2026-01-06 05:55:28
CGK/DO/03391066,CGK1166/24990353,CGK/HVO/11209190,JUMADI,2026-01-06 06:53:45
BKI/DO/00253612,BKI481/24991434,BKI/HVO/00391292,SARDI,2026-01-06 08:16:23
CGK/DO/03391112,2117260106073515,CGK/HVO/11210703,MRIAL,2026-01-06 08:25:18
CGK/DO/03391072,CGK1166/24991137,CGK/HVO/11209245,JUMADI,2026-01-06 06:56:28
SUB/DO/00409857,SUB307/24991529,SUB/HVO/01336327,UMAR F,2026-01-06 08:03:31
SUB/DO/00409857,SUB307/24991583,SUB/HVO/01336327,UMAR F,2026-01-06 08:03:35
DJB/DO/00045611,DJB056/24982709,DJB/HVO/00080605,OKTAMI,2026-01-05 11:55:52
CKR/DO/00166987,CKR177/24983673,CKR/HVO/00223006,SLADI,2026-01-05 13:54:19
CGK/DO/03390739,2097260106034708,CGK/HVO/11208877,RINALDY,2026-01-06 04:20:59
SUB/DO/00409858,SUB309/24991571,SUB/HVO/01336338,UMAR F,2026-01-06 08:03:36
PDG/DO/00089419,PDG067/24987932,PDG/HVO/00356347,TISCAPDG,2026-01-06 08:12:53
BKI/DO/00253612,BKI481/24989817,BKI/HVO/00391292,SARDI,2026-01-06 08:16:02
BKI/DO/00253612,BKI481/24990327,BKI/HVO/00391292,SARDI,2026-01-06 08:16:08
SUB/DO/00409674,SUB564/24984610,SUB/HVO/01336102,ERGAFAH,2026-01-05 15:49:48
SUB/DO/00409674,SUB564/24984823,SUB/HVO/01336102,ERGAFAH,2026-01-05 15:50:01
DPK/DO/00045123,DPK028/24991559,DPK/HVO/00050078,JULIADPK,2026-01-06 09:35:50
DPK/DO/00045123,DPK028/24991559,DPK/HVO/00050078,JULIADPK,2026-01-06 09:35:50
BKI/DO/00253625,BKI471/24991590,BKI/HVO/00391324,SARDI,2026-01-06 09:39:30
BKI/DO/00253625,BKI471/24992180,BKI/HVO/00391324,SARDI,2026-01-06 09:39:47
CGK/DO/03391196,CGK1115/24992714,CGK/HVO/11211452,RESTU W,2026-01-06 09:41:26
CGK/DO/03391198,CGK843/24991944,CGK/HVO/11210933,ARIMACGK,2026-01-06 09:42:38
BKI/DO/00253484,BKI397/24985339,BKI/HVO/00391222,TIARAPAN,2026-01-05 17:00:19
CGK/DO/03390811,2271260106035307,CGK/HVO/11208976,ARSYADA,2026-01-06 04:41:08
CKR/DO/00167038,CKR177/24989430,CKR/HVO/00223056,FIRD_AUS,2026-01-06 04:54:21
CGK/DO/03390001,CGK864/24985513,CGK/HVO/11205698,TANRIFD,2026-01-05 17:47:03
CGK/DO/03390001,CGK864/24985513,CGK/HVO/11205698,TANRIFD,2026-01-05 17:47:03
CGK/DO/03390002,CGK865/24985503,CGK/HVO/11205693,TANRIFD,2026-01-05 17:47:17
CGK/DO/03390002,CGK865/24985579,CGK/HVO/11205718,TANRIFD,2026-01-05 17:47:17
PDG/DO/00089387,PDG068/24982522,PDG/HVO/00356232,TRIOFER,2026-01-05 19:04:17
BDO/DO/00955864,BDO599/24991891,BDO/HVO/01420079,DEDEHI,2026-01-06 09:07:13
TGR/DO/00887449,TGR492/24992290,TGR/HVO/04633754,NADI_A,2026-01-06 09:13:47
KDR/DO/00114635,KDR129/24988957,KDR/HVO/00305980,MISETIA,2026-01-06 09:20:12
BOO/DO/00466353,BOO330/24992449,BOO/HVO/01107681,ERIEKBOO,2026-01-06 09:51:17
SRG/DO/01577591,SRG487/24992986,SRG/HVO/02822430,RIFQIM,2026-01-06 10:12:54
MDN/DO/00032536,MDN143/24985025,MDN/HVO/00173065,HETIMDN,2026-01-05 20:01:49
MES/DO/00474032,MES209/24984379,MES/HVO/01061596,ELVIAZDA,2026-01-05 20:17:18
CGK/DO/03390157,CGK637/24986404,CGK/HVO/11205885,TANRIFD,2026-01-05 20:17:34
DPS/DO/00201106,DPS190/24986517,DPS/HVO/00509074,HAMFURI,2026-01-05 20:26:33
DPS/DO/00201106,DPS190/24986517,DPS/HVO/00509074,HAMFURI,2026-01-05 20:26:33
PDG/DO/00089391,PDG068/24985644,PDG/HVO/00356315,ELLA,2026-01-05 20:36:44
CGK/DO/03390203,CGK637/24986716,CGK/HVO/11205972,TANRIFD,2026-01-05 21:19:26
BOO/DO/00466362,BOO329/24991800,BOO/HVO/01107590,KURMUK,2026-01-06 08:56:56
BOO/DO/00466362,BOO329/24991800,BOO/HVO/01107590,KURMUK,2026-01-06 08:56:56
CGK/DO/03391104,2231260106073712,CGK/HVO/11210731,MRIAL,2026-01-06 08:57:35
TGR/DO/00887457,TGR208/24991939,TGR/HVO/04633732,SOKIN,2026-01-06 09:19:01
MDN/DO/00032576,MDN201/24992691,MDN/HVO/00173132,DWI MDN,2026-01-06 09:42:43
JBR/DO/00077284,JBR033/24992721,JBR/HVO/00186643,STINGKY,2026-01-06 09:47:18
CLG/DO/00814675,CLG507/24992708,CLG/HVO/01106114,SATBICLG,2026-01-06 09:53:50
CLG/DO/00814675,CLG507/24992856,CLG/HVO/01106114,SATBICLG,2026-01-06 09:53:54
TGR/DO/00887218,TGR134/24987101,TGR/HVO/04633192,REVEF,2026-01-05 21:44:06
CGK/DO/03390383,2261260105225706,CGK/HVO/11206527,ARSYADA,2026-01-05 23:22:47
CGK/DO/03390695,2185260106023505,CGK/HVO/11208280,ARSYADA,2026-01-06 03:58:33
DPS/DO/00201138,DPS168/24988024,DPS/HVO/00509104,KADEKEGA,2026-01-05 23:53:55
DPS/DO/00201138,DPS168/24988024,DPS/HVO/00509104,KADEKEGA,2026-01-05 23:53:55
DPS/DO/00201138,DPS168/24988024,DPS/HVO/00509104,KADEKEGA,2026-01-05 23:53:55
BKI/DO/00253643,BKI468/24992205,BKI/HVO/00391336,FAUZIBKI,2026-01-06 10:25:55
CGK/DO/03390459,CGK864/24988315,CGK/HVO/11207066,ARSYADA,2026-01-06 00:44:11
CGK/DO/03390513,2202260106012702,CGK/HVO/11207621,ARSYADA,2026-01-06 02:04:03
CGK/DO/03391252,2045260106085216,CGK/HVO/11211170,MRIAL,2026-01-06 10:54:49
CGK/DO/03390313,CGK1152/24986524,CGK/HVO/11205917,ENDDESP,2026-01-05 22:32:05
TGR/DO/00887276,TGR129/24987871,TGR/HVO/04633305,DYKURNIA,2026-01-06 02:19:42
CGK/DO/03390645,CGK1180/24988930,CGK/HVO/11207666,FAJARAM,2026-01-06 02:31:54
CGK/DO/03390688,CGK637/24989364,CGK/HVO/11208115,ARSYADA,2026-01-06 02:55:41
BDO/DO/00955504,BDO007/24986329,BDO/HVO/01419709,HAKIMNUL,2026-01-05 19:42:46
TGR/DO/00887341,TGR129/24990239,TGR/HVO/04633589,KUSMAN,2026-01-06 06:33:44
SRG/DO/01577517,SRG487/24991278,SRG/HVO/02822363,RIZALR,2026-01-06 07:27:40
BKI/DO/00253600,BKI471/24991325,BKI/HVO/00391312,SUPAG,2026-01-06 07:52:32
BKI/DO/00253600,BKI471/24991366,BKI/HVO/00391312,SUPAG,2026-01-06 07:52:36
PDG/DO/00089416,PDG021/24987996,PDG/HVO/00356348,TISCAPDG,2026-01-06 08:11:34
CGK/DO/03391170,2192260106081418,CGK/HVO/11210887,MRIAL,2026-01-06 10:44:33
CGK/DO/03391669,CGK864/24995273,CGK/HVO/11212588,TANRIFD,2026-01-06 15:47:36
SUB/DO/00409925,SUB309/24995663,SUB/HVO/01336442,KITOSO,2026-01-06 15:59:02
SUB/DO/00409925,SUB309/24995811,SUB/HVO/01336442,KITOSO,2026-01-06 15:59:02
CGK/DO/03391485,2229260106132013,CGK/HVO/11212435,MRIAL,2026-01-06 15:02:09
CGK/DO/03391597,2109260106130620,CGK/HVO/11212338,MRIAL,2026-01-06 15:04:26
BOO/DO/00466620,BOO417/24996222,BOO/HVO/01108038,FINARA,2026-01-06 15:20:25
CLG/DO/00814884,CLG507/24995727,CLG/HVO/01106251,AMARCLG,2026-01-06 15:55:08
SUB/DO/00409928,SUB314/24996427,SUB/HVO/01336466,BAGUSUB,2026-01-06 16:00:31
BKI/DO/00253648,BKI475/24992055,BKI/HVO/00391338,SUPAG,2026-01-06 11:00:57
BKI/DO/00253648,BKI475/24992067,BKI/HVO/00391338,SUPAG,2026-01-06 11:01:01
BOO/DO/00466473,BOO420/24993268,BOO/HVO/01107767,MUHLIBOO,2026-01-06 11:41:49
BKI/DO/00253685,BKI518/24993763,BKI/HVO/00391376,DLIABKI,2026-01-06 13:03:12
BKI/DO/00253665,BKI471/24993812,BKI/HVO/00391353,SUPAG,2026-01-06 11:38:51
CGK/DO/03391359,2235260106111411,CGK/HVO/11212056,MRIAL,2026-01-06 11:48:33
DPS/DO/00200997,DPS057/24982364,DPS/HVO/00508962,KUSLIA,2026-01-05 13:03:51
DPS/DO/00200997,DPS057/24982364,DPS/HVO/00508962,KUSLIA,2026-01-05 13:03:51
UPG/DO/00072583,UPG099/24983449,UPG/HVO/01151916,RESKIUPG,2026-01-05 13:31:09
BOO/DO/00466134,BOO001/24983339,BOO/HVO/01107199,RISKASA,2026-01-05 13:53:00
BKI/DO/00253685,BKI518/24993690,BKI/HVO/00391376,DLIABKI,2026-01-06 13:03:09
BKI/DO/00253693,BKI468/24994111,BKI/HVO/00391386,FAUZIBKI,2026-01-06 13:54:51
BTJ/DO/00001964,BTJ053/24982673,BTJ/HVO/00126961,BOY BTJ,2026-01-05 11:54:53
BTJ/DO/00001964,BTJ053/24982673,BTJ/HVO/00126961,BOY BTJ,2026-01-05 11:54:53
BTJ/DO/00001964,BTJ053/24982673,BTJ/HVO/00126961,BOY BTJ,2026-01-05 11:54:53
BTJ/DO/00001964,BTJ053/24982673,BTJ/HVO/00126961,BOY BTJ,2026-01-05 11:54:53
BTJ/DO/00001964,BTJ053/24982673,BTJ/HVO/00126961,BOY BTJ,2026-01-05 11:54:53
BKI/DO/00253693,BKI468/24994112,BKI/HVO/00391386,FAUZIBKI,2026-01-06 13:54:53
CGK/DO/03391480,2231260106125917,CGK/HVO/11212309,MRIAL,2026-01-06 15:02:03
CGK/DO/03391466,CGK865/24994313,CGK/HVO/11212180,MRIAL,2026-01-06 15:07:46
CGK/DO/03391466,CGK865/24994305,CGK/HVO/11212177,MRIAL,2026-01-06 15:07:46
SRG/DO/01577007,SRG201/24984367,SRG/HVO/02821889,SETIONO,2026-01-05 14:56:29
CGK/DO/03390093,CGK864/24986050,CGK/HVO/11205819,TANRIFD,2026-01-05 19:07:53
KDR/DO/00114657,KDR003/24995609,KDR/HVO/00306095,MPRAS,2026-01-06 16:10:09
PDG/DO/00089508,PDG020/24996736,PDG/HVO/00356443,HARIYO,2026-01-06 16:22:16
TGR/DO/00887211,TGR215/24987299,TGR/HVO/04633217,HUSNI,2026-01-05 22:04:39
CGK/DO/03390279,CGK1171/24987304,CGK/HVO/11206143,RAMADON,2026-01-05 22:08:04
CKR/DO/00167108,CKR176/24994747,CKR/HVO/00223122,FACHDAM,2026-01-06 14:28:16
BOO/DO/00466618,BOO419/24996088,BOO/HVO/01108027,MGIRI,2026-01-06 15:13:12
CGK/DO/03390454,2104260106003500,CGK/HVO/11207185,ARSYADA,2026-01-06 01:15:30
CGK/DO/03390496,2001260106004300,CGK/HVO/11207265,ARSYADA,2026-01-06 01:23:11
CGK/DO/03390496,2014260106002100,CGK/HVO/11207089,ARSYADA,2026-01-06 01:23:11
TGR/DO/00887268,TGR492/24988544,TGR/HVO/04633403,YUMIL,2026-01-06 01:32:58
SOC/DO/00116496,SOC222/24989737,SOC/HVO/01427844,DARMAJI,2026-01-06 05:50:27
CGK/DO/03391066,CGK1166/24990356,CGK/HVO/11209190,JUMADI,2026-01-06 06:53:51
CGK/DO/03391066,CGK1166/24990900,CGK/HVO/11209190,JUMADI,2026-01-06 06:53:59
CGK/DO/03391066,CGK1166/24990901,CGK/HVO/11209190,JUMADI,2026-01-06 06:54:03
CGK/DO/03390220,CGK843/24987012,CGK/HVO/11206057,TANRIFD,2026-01-05 21:49:26
CGK/DO/03391072,CGK1166/24990397,CGK/HVO/11209245,JUMADI,2026-01-06 06:56:20
CGK/DO/03391036,2192260106062916,CGK/HVO/11210309,ARSYADA,2026-01-06 06:59:09
BOO/DO/00466472,BOO417/24993659,BOO/HVO/01107789,FINARA,2026-01-06 11:41:03
DPK/DO/00045138,DPK022/24994141,DPK/HVO/00050083,NIRWADPK,2026-01-06 11:58:58
TGR/DO/00887576,TGR215/24990269,TGR/HVO/04633591,SURADI,2026-01-06 12:11:09
BKI/DO/00253691,BKI471/24994387,BKI/HVO/00391394,FAUZIBKI,2026-01-06 13:35:21
PDG/DO/00089281,PDG068/24980831,PDG/HVO/00356196,MALLIAS,2026-01-05 11:02:24
PDG/DO/00089281,PDG068/24980831,PDG/HVO/00356196,MALLIAS,2026-01-05 11:02:24
PDG/DO/00089281,PDG068/24980831,PDG/HVO/00356196,MALLIAS,2026-01-05 11:02:24
PDG/DO/00089281,PDG068/24980831,PDG/HVO/00356196,MALLIAS,2026-01-05 11:02:24
PLM/DO/00060683,PLM325/24993619,PLM/HVO/00692006,MUHAMAR,2026-01-06 12:24:09
BOO/DO/00466491,BOO332/24994169,BOO/HVO/01107824,MFAZI,2026-01-06 12:31:39
CGK/DO/03391305,2171260106103016,CGK/HVO/11211757,MRIAL,2026-01-06 13:11:25
CGK/DO/03391305,2103260106103918,CGK/HVO/11211795,MRIAL,2026-01-06 13:11:25
CGK/DO/03391305,2268260106101857,CGK/HVO/11211704,MRIAL,2026-01-06 13:11:25
BKI/DO/00253691,BKI471/24994838,BKI/HVO/00391394,FAUZIBKI,2026-01-06 13:35:26
BOO/DO/00466518,BOO324/24994619,BOO/HVO/01107868,ERIEKBOO,2026-01-06 13:56:24
CGK/DO/03390373,2203260105224106,CGK/HVO/11206351,M NURSID,2026-01-05 23:17:58
CGK/DO/03390371,2217260105223907,CGK/HVO/11206339,M NURSID,2026-01-05 23:19:20
CGK/DO/03390399,2115260105232908,CGK/HVO/11206812,RINALDY,2026-01-06 00:01:44
CKR/DO/00167098,CKR169/24993100,CKR/HVO/00223108,YUMAD,2026-01-06 14:09:28
CKR/DO/00167106,CKR194/24994223,CKR/HVO/00223121,MMAR,2026-01-06 14:19:30
CGK/DO/03391487,CGK864/24994184,CGK/HVO/11212158,MRIAL,2026-01-06 15:02:22
CGK/DO/03390477,CGK1251/24988045,CGK/HVO/11206890,RYADUL,2026-01-06 00:46:46
CGK/DO/03390497,2080260106012301,CGK/HVO/11207545,RINALDY,2026-01-06 01:41:18
CGK/DO/03390494,2073260106011605,CGK/HVO/11207483,RINALDY,2026-01-06 01:41:44
CGK/DO/03390494,2051260106010504,CGK/HVO/11207404,RINALDY,2026-01-06 01:41:44
CGK/DO/03390494,2071260106000600,CGK/HVO/11207008,RINALDY,2026-01-06 01:41:44
CGK/DO/03391346,2157260106105812,CGK/HVO/11211935,MRIAL,2026-01-06 11:50:40
CGK/DO/03391487,CGK864/24994784,CGK/HVO/11212282,MRIAL,2026-01-06 15:02:22
CGK/DO/03391500,2116260106130913,CGK/HVO/11212352,MRIAL,2026-01-06 15:04:17
TGR/DO/00887284,TGR134/24987301,TGR/HVO/04633218,DYKURNIA,2026-01-06 02:40:04
PDG/DO/00089347,PDG068/24983176,PDG/HVO/00356260,SYUIB,2026-01-05 15:11:49
PDG/DO/00089347,PDG068/24983176,PDG/HVO/00356260,SYUIB,2026-01-05 15:11:49
PDG/DO/00089347,PDG068/24983176,PDG/HVO/00356260,SYUIB,2026-01-05 15:11:49
CGK/DO/03389968,CGK864/24985318,CGK/HVO/11205640,TANRIFD,2026-01-05 17:02:21
CGK/DO/03389968,CGK864/24985318,CGK/HVO/11205640,TANRIFD,2026-01-05 17:02:21
TGR/DO/00887287,TGR215/24988987,TGR/HVO/04633464,YUMIL,2026-01-06 03:03:47
BDO/DO/00955743,BDO534/24988328,BDO/HVO/01419828,HADINBDO,2026-01-06 04:02:54
